"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"K.M.H., Youssef, Khaled Mahdy Haggag; A.M., El Kholy, Ahmed M.; A.M., Hamed, A. M.; N.A., Mahmoud, Nabil A.; A.M.R., Elbaz, Ahmed Mohamed Reda; T.A., Mohamed, Tamer Adel","Youssef, Khaled Mahdy Haggag (58231222900); El Kholy, Ahmed M. (36701372600); Hamed, A. M. (57055122600); Mahmoud, Nabil A. (17435337800); Elbaz, Ahmed Mohamed Reda (56426853200); Mohamed, Tamer Adel (24537708500)","58231222900; 36701372600; 57055122600; 17435337800; 56426853200; 24537708500","An innovative augmentation technique of savonius wind turbine performance","2020","Wind Engineering","44","1","","93","112","0","18","10.1177/0309524X19849860","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066861494&doi=10.1177%2F0309524X19849860&partnerID=40&md5=a64ed0e22aec975585ae30e0f8a2a6a1","This work presents an innovative technique to enhance the performance of the Savonius wind turbine. The new technique is based on introducing an upstream deflector and downstream baffle. The shape and location of both devices are optimized using a genetic algorithm. The performance of the turbine with the optimized devices is compared with the single Savonius turbine performance. The study employs the finite volume solver (ANSYS-FLUENT) to solve unsteady Reynolds Averaged Navier–Stokes equations and turbulence model equations. The optimized configuration results in much higher power coefficient than the Savonius turbine. The average peak power coefficient using both deflector and baffle is 0.47 compared to 0.24 of the Savonius turbine. The peak power coefficient of the turbine corresponds to a speed ratio close to unity. This improved performance is attributed to the favorable aerodynamic interaction between the turbine and the downstream baffle which accelerates the flow around the rotor and generates larger turning torque. The baffle generates a jet effect on the advancing bucket and accelerates the flow behind the bucket creating a large zone of negative pressure and thereby increases the driving torque. Furthermore, the upstream deflector (also called shield or curtain) produces a shield for the returning bucket of the turbine which diminishes the adverse effect associated with the returning bucket on the aerodynamic torque of the turbine. This remarkable improvement of turbine performance will encourage the future application of the Savonius wind turbine in small power applications of wind energy. © 2020 Elsevier B.V., All rights reserved.","Computational Fluid Dynamics; Renewable Energy; Vertical Axis; Wind Energy; Computational Fluid Dynamics; Genetic Algorithms; Navier Stokes Equations; Turbulence Models; Wind Power; Wind Turbines; Aerodynamic Interactions; Augmentation Techniques; Future Applications; Innovative Techniques; Optimized Configuration; Renewable Energies; Savonius Wind Turbine; Vertical Axis; Aerodynamics; Aerodynamics; Alternative Energy; Computational Fluid Dynamics; Innovation; Wind Power; Wind Turbine","Computational fluid dynamics; Genetic algorithms; Navier Stokes equations; Turbulence models; Wind power; Wind turbines; Aerodynamic interactions; Augmentation techniques; Future applications; Innovative techniques; Optimized configuration; Renewable energies; Savonius wind turbine; Vertical axis; Aerodynamics; aerodynamics; alternative energy; computational fluid dynamics; innovation; wind power; wind turbine","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85066861494"
"S., Adiwidodo, Satworo; B., Wahyudi, Bagus; E., Yudiyanto, E.; S., Subagiyo, Subagiyo; M., Hartono, Moh; F., Baananto, F.","Adiwidodo, Satworo (57194521122); Wahyudi, Bagus (57193680335); Yudiyanto, E. (57215043413); Subagiyo, Subagiyo (57366790700); Hartono, Moh (57215061371); Baananto, F. (57215061714)","57194521122; 57193680335; 57215043413; 57366790700; 57215061371; 57215061714","Simulation study of Savonius tandem blade wind turbine using an adjustable deflector","2020","IOP Conference Series: Materials Science and Engineering","732","1","012093","","","0","2","10.1088/1757-899X/732/1/012093","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079817202&doi=10.1088%2F1757-899X%2F732%2F1%2F012093&partnerID=40&md5=203547a3ce4585492d46e2c5431b0ccc","The conventional Savonius wind turbine has two inverted cylindrical blades, it can indeed receive fluid impulses from all horizontal directions and produce a greater drag force than other wind turbines. The weakness of Savonius is the resistance in one blade side. Efforts to improve that has been done is to add a blade that serves to increase the local velocity of fluid flow to resist the resistance which is termed Savonius tandem blade (STB). This research was conducted to further reduce the resistance value of one side STB with the addition of an adjustable deflector. The purpose of this study is to obtain information on changes in the torque of the STB wind turbine on variations in the deflector angle and stream velocity. The research method used is numerical simulation using CFD software. A two-dimensional view of the rotor model using deflector was considered. The deflector angle varies start from 15 degrees with an increase also every 15 degrees until the torque decreased. The CFD simulation show there is a significant increase in torque with the addition of a deflector. Maximum torque is not achieved at one deflector angle value but is also influenced by stream velocity. At higher stream velocity there is a tendency to reach the maximum torque required larger deflector angle. Then at a certain point, the torque will decrease when the deflector angle is enlarged. © 2020 Elsevier B.V., All rights reserved.","","","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85079817202"
"A., Pallotta, A.; D., Pietrogiacomi, D.; G., Romano, Giampaolo","Pallotta, A. (59573359200); Pietrogiacomi, D. (60056539500); Romano, Giampaolo (56234929600)","59573359200; 60056539500; 56234929600","HYBRI – A combined Savonius-Darrieus wind turbine: Performances and flow fields","2020","Energy","191","","116433","","","0","63","10.1016/j.energy.2019.116433","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075331298&doi=10.1016%2Fj.energy.2019.116433&partnerID=40&md5=46d693244b2d66b74dc2f8783b05171f","In this paper, wind tunnel measurements on a model of a vertical axis wind turbine (VAWT) are reported. The turbine is a novel hybrid Savonius-Darrieus combined rotor which aims optimizing performances in medium-low wind regimes, by using a careful design of the shape, size and relative positions of Savonius and Darrieus blades. To this end, a dynamically scaled turbine model is tested in wind tunnel to derive instantaneous and averaged velocity fields by means of Particle Image Velocimetry (PIV), which allows deriving wakes and specific fluid flow phenomena on each single configuration (Savonius or Darrieus) and interactions on the combined geometry. These results are coupled with electrical measurements to determine global performances, efficiency and best working conditions for each separate turbine and for the combined turbine. Data are also compared with results obtained by other authors in previously reported combined hybrid configurations. The proposed system is able to work with good performances (power coefficient equal or slightly lower than 0.2), on an extended range of operative conditions, covering those of each component alone, i.e. for tip speed ratios between 0.5 and 4, in comparison to the ranges 0.5 ÷ 1 and 1.7 ÷ 4 of the used Savonius and Darrieus components. Motivations for the increased performances and working ranges reached by the proposed combined turbine, especially in the low tip speed ratio regime, are given as derived from detailed PIV velocity measurements. © 2020 Elsevier B.V., All rights reserved.","Aerodynamic Interactions; Combined Savonius-darrieus; Hybrid Wind Turbine; Near Wake; Piv; Vawt; Electric Variables Measurement; Velocity; Velocity Measurement; Wakes; Wind Tunnels; Wind Turbines; Aerodynamic Interactions; Darrieus; Electrical Measurement; Near Wake; Particle Image Velocimetries; Vawt; Vertical Axis Wind Turbines; Wind Tunnel Measurements; Aerodynamics; Aerodynamics; Efficiency Measurement; Fluid Flow; Performance Assessment; Wake; Wind Tunnel; Wind Turbine; Working Conditions","Electric variables measurement; Velocity; Velocity measurement; Wakes; Wind tunnels; Wind turbines; Aerodynamic interactions; Darrieus; Electrical measurement; Near wake; Particle image velocimetries; VAWT; Vertical axis wind turbines; Wind tunnel measurements; Aerodynamics; aerodynamics; efficiency measurement; fluid flow; performance assessment; wake; wind tunnel; wind turbine; working conditions","Article","Final","","Scopus","2-s2.0-85075331298"
"A., Zakaria, Ahmad; M.S.N., Ibrahim, Mohd Shahrul Nizam","Zakaria, Ahmad (7004066262); Ibrahim, Mohd Shahrul Nizam (57199802421)","7004066262; 57199802421","Effect of twist angle on starting capability of a Savonius rotor - CFD analysis","2020","IOP Conference Series: Materials Science and Engineering","715","1","012014","","","0","11","10.1088/1757-899X/715/1/012014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079005382&doi=10.1088%2F1757-899X%2F715%2F1%2F012014&partnerID=40&md5=bfd4a7ce85e229620f6ca77b1f10e1a5","Starting capability is an important feature of any high performance wind turbine. This parameter is usually referred to the rotor static performance. In this paper, the results of CFD analysis on four Savonius rotor designs are presented with the objective of investigating the effect of twist angle on the starting capability. Essentially it is a comparison between a conventional Savonius rotor and three helical rotors with 0, 90 and 180 twist angle. The proposed methodology was first validated against the published wind tunnel test data. The best parameters were then used to evaluate the static performance of the four Savonius models. It is observed that helical Savonius rotor contributes to positive static torque coefficient for all rotor angles. The rotor with 90 twist angle gives the highest average static torque coefficient of 0.442 followed by 0 twist angle rotor and 180 twist angle with static torque coefficient of 0.434 and 0.385 respectively. This improvement in static torque coefficient will not only contribute to the better starting capability but also to the overall performance of Savonius rotor. © 2020 Elsevier B.V., All rights reserved.","","","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85079005382"
"A., Balabel, Ashraf; A.N., Alzaed, Ali Nasser","Balabel, Ashraf (36894569600); Alzaed, Ali Nasser (55295825100)","36894569600; 55295825100","Effect of Blade Materials on the Performance of Savonius Wind Turbine for Operation in Taif City-Saudi Arabia","2020","Applications of Modelling and Simulation","4","","","12","20","0","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173726128&partnerID=40&md5=1d80ab419e909d694d6cab0d62867ae5","Renewable energy technologies are considered as the key driver of the country’s economic growth and development. One of the important targets of Saudi Arabia’s vision 2030 is to generate 9.5 Gigawatts of renewable energy (solar and wind power) in the near future. The application of wind energy in industrial and household sectors is becoming increasingly attractive and widely extended to substitute the traditional oil-produced energy. This can also minimize the environmental pollution. Different types of wind turbine have been used for low as well as high power applications. Recently, an increased attention has been given to vertical axis wind turbine due to its simplicity and advantages over horizontal axis wind turbine. Savonius wind turbine is considered as one of the most popular types of vertical axis wind turbine due to its simplicity in design and operation for low power applications especially in low wind speed regions. Different design parameters of Savonius wind turbine have been previously investigated towards the best performance. However, the blade materials have not been considered previously in order to show its impact on Savonius wind turbine performance. In the present paper, the design and operation of Savonius wind turbine are investigated according to the local climate conditions in Taif-city, Saudi Arabia. Two different materials have been used for blade manufacturing, namely Aluminum sheets (3003) and PVC (ASTM D2665-14) materials. The effects of such materials on the performance of Savonius rotor related to its output power are experimentally investigated. It is found that, the blades made from Aluminum sheets showed better performance than those made from PVC material. In general, it is concluded that Savonius wind turbine can be used efficiently for household applications in Taif region, Saudi Arabia. © 2023 Elsevier B.V., All rights reserved.","Blade Material; Renewable Energy; Saudi Arabia; Savonius Wind Turbine; Taif City; Wind Energy","","Article","Final","","Scopus","2-s2.0-85173726128"
"H.Z., Haddad, Hassan Zenhom; K., Elsayed, Khairy; Y.M., Shabana, Yasser M.","Haddad, Hassan Zenhom (57236035300); Elsayed, Khairy (59022958100); Shabana, Yasser M. (57218490744)","57236035300; 59022958100; 57218490744","CFD Study Of The Effect Of Additional Inner Blades On Savonius Rotor Performance","2020","Journal of Engineering Research","167","","","18","28","0","1","10.21608/erj.2020.140112","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115240681&doi=10.21608%2Ferj.2020.140112&partnerID=40&md5=471eface642af32fb4dd7fbc94005724","The effect of adding inner blades to the Savonius turbine deserves extensive attention due to its promising enhancement to its performance. A numerical study was carried out to investigate the effects of different radii and angles of additional inner blades on the performance of Bach-type rotor at different tip speed ratio (TSR). In the present work, two different studies were performed for a number of cells, domain size and time step. The best numerical model was then used to investigate the effect of the additional inner blades on the Savonius rotor performance. Additional inner blades radii and angles were investigated from 0.25 to 0.85 times original blade radius and 70° to 160° respectively. The best improvement of rotor performance with additional inner blades are higher than values of conventional one by 27.77% at tip speed ratio TSR = 0.75 up to 44.5% at TSR = 0.25. © 2021 Elsevier B.V., All rights reserved.","Cfd; Inner Blades; Savonius; Wind Turbine","","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85115240681"
"A., Kumar, Anuj; G., Saini, Gaurav","Kumar, Anuj (57211211968); Saini, Gaurav (57204239337)","57211211968; 57204239337","Flow field and performance study of Savonius water turbine","2020","Materials Today: Proceedings","46","","","5219","5222","0","18","10.1016/j.matpr.2020.08.591","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112690749&doi=10.1016%2Fj.matpr.2020.08.591&partnerID=40&md5=53e1e40651b1df3125179cb61758f0d3","In the recent years, interest in hydrokinetic technology has grown extensively. Hydrokinetic energy conversion stands out as a promising technology for producing the clean energy from moving water in rivers, channels or ocean currents. The Savonius water turbine is the vertical axis turbine which is well suited for low-speed channels and rivers. This paper aims to investigate the flow field and performance of a small scale Savonius water turbine at a low water velocity of 0.5 m/s. In the present study, a two blade Savonius water turbine having aspect ratio of 1.58 was designed and modelled along with model of an open channel. Realizable k-ϵ turbulence model has been used to carry out Numerical study. Based on numerical study, flow distributions around the rotor has been analysed and discussed. Experimental setup was also designed and fabricated to validate the numerical results. Further, it has been found that Savonius water turbine produces a maximum value of the power coefficient (=0.23) at TSR value of 0.7 in CFD investigation which is in good agreement with experimental results. © 2023 Elsevier B.V., All rights reserved.","Cfd; Hydrokinetic Turbine; Power Coefficient; Renewable Energy; Savonius Water Turbine; Aspect Ratio; Computational Fluid Dynamics; Energy Conversion; Ocean Currents; Open Channel Flow; Turbulence Models; Clean Energy; Field Studies; Hydrokinetic Turbines; Moving Water; Performance Study; Power Coefficients; Renewable Energies; River Channels; Savonii Water Turbine; Water Turbines; Flow Fields","Aspect ratio; Computational fluid dynamics; Energy conversion; Ocean currents; Open channel flow; Turbulence models; Clean energy; Field studies; Hydrokinetic turbines; Moving water; Performance study; Power coefficients; Renewable energies; River channels; Savonii water turbine; Water turbines; Flow fields","Conference paper","Final","","Scopus","2-s2.0-85112690749"
"A.S., Saad, Ahmed S.; S.A., Ookawara, Shinichi A.; A.E., Elwardany, A. E.; I.I., El-Sharkawy, Ibrahim I.; M.A., Ahmed, Mahmoud A.","Saad, Ahmed S. (57204531136); Ookawara, Shinichi A. (7005004002); Elwardany, A. E. (36157730700); El-Sharkawy, Ibrahim I. (10639179800); Ahmed, Mahmoud A. (8156284400)","57204531136; 7005004002; 36157730700; 10639179800; 8156284400","Effect of the number of stages on the performance of savonius vertical axis wind turbines: Part I- using straight semicircular blades","2020","","10","","","","","0","6","10.1115/IMECE2020-23555","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101263677&doi=10.1115%2FIMECE2020-23555&partnerID=40&md5=68824830d3f0ba664c335f790f3c8e88","The Savonius vertical axis wind turbine offers several benefits as simple construction, low manufacturing, installation and maintenance costs, low operating wind speed, and independence of wind direction. However, the conventional single-stage Savonius rotors have negative torque values at a certain range of rotor angles and large torque variation over the complete cycle which led to reduction of the power coefficient and the self-starting abilities. To overcome these drawbacks, a multi-stage Savonius wind rotor is proposed to obtain the optimum number of stages that enhances both the power coefficient and the self-starting capabilities. In the current study, one-, two-, three-, and four- stage Savonius wind rotors with straight semicircular blades are investigated. In two stages rotor, one single-stage rotor is mounted over another single stage with a phase shift of 90°. In the three stages rotor, the three singlestage rotors are mounted one above the other with a phase shift of 60° relative to one another while with a phase shift of 45° for the four stages. All rotors have overall rotor diameter (D) of 200 mm, a thickness of 2 mm, a stage aspect ratio of 1.0, and an overlap ratio (d) of 0.0. The diameter of the circular end plates (Do) attached to the rotor tips is 1.1 of the rotor diameter (D). All studies are performed at a wind speed (V) of 6 m/s. The variations of torque and power coefficients are estimated for all the studied multi-stages rotors. Therefore, 3D incompressible unsteady Reynolds-Averaged Navier-Stokes equations along with the k-w shear-stress transport turbulence model is developed and numerically simulated using ANSYS Fluent. The numerical model is validated using the available measurements and numerical results. The predicted flow field characteristics such as streamlines and pressure fields around the studied rotors with various numbers of stages are presented and analyzed. Accordingly, results indicated that with the increase in the number of stages, a significant enhancement of the torque and the power coefficients is attained. In addition, the rate of percentage gain in the torque and the power coefficients is higher for two stages rotor than that of three and four stages rotors. The maximum torque and power coefficients for the two stages rotor are 0.336 and 0.194, respectively. The power coefficient gain obtained by using the two stages Savonius rotor is 17.5 % compared to the conventional single stage which has a power coefficient of 0.165 at a wind velocity (V) of 6 m/s. Furthermore, using a multi-stage rotor significantly smooths the variations in the torque coefficient and produces positive static torque values at all rotational angles resulted in enhancing the self-starting capabilities of the Savonius rotor. © 2021 Elsevier B.V., All rights reserved.","Aspect Ratio; Multi-stage Rotor; Savonius Rotor; Aspect Ratio; Shear Stress; Torque; Turbomachine Blades; Turbulence Models; Wind; Wind Turbines; Flow Field Characteristics; Power Coefficients; Savonius Wind Rotor; Shear-stress Transport; Stage Aspect Ratio; Torque Coefficient; Unsteady Reynolds Averaged Navier-stokes Equations; Vertical Axis Wind Turbines; Navier Stokes Equations","Aspect ratio; Shear stress; Torque; Turbomachine blades; Turbulence models; Wind; Wind turbines; Flow field characteristics; Power coefficients; Savonius wind rotor; Shear-stress transport; Stage aspect ratio; Torque coefficient; Unsteady reynolds averaged navier-stokes equations; Vertical axis wind turbines; Navier Stokes equations","Conference paper","Final","","Scopus","2-s2.0-85101263677"
"A.S., Saad, Ahmed S.; S.A., Ookawara, Shinichi A.; A.E., Elwardany, A. E.; I.I., El-Sharkawy, Ibrahim I.; M.A., Ahmed, Mahmoud A.","Saad, Ahmed S. (57204531136); Ookawara, Shinichi A. (7005004002); Elwardany, A. E. (36157730700); El-Sharkawy, Ibrahim I. (10639179800); Ahmed, Mahmoud A. (8156284400)","57204531136; 7005004002; 36157730700; 10639179800; 8156284400","Effect of the number of stages on the performance of savonius vertical axis wind turbines: Part II- using twisted blades","2020","","10","","","","","0","8","10.1115/IMECE2020-23574","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101253044&doi=10.1115%2FIMECE2020-23574&partnerID=40&md5=5453ab6a5aa6865eef1bf4a9c2dd985f","Wind energy comprises one of several renewable resources of energy engineered to contain the global energy crisis. Although horizontal axis wind turbines (HAWTs) have proven to be effective in low turbulence and steady wind conditions, vertical axis wind turbines (VAWTs) potentially have the advantage in highly variable and turbulent regions. The Savonius vertical axis wind turbine has several advantages such as simple design, low manufacturing costs, low operating wind speed, low noise, and Omni-directional capability. However, the Savonius rotor requires further design optimization to improve its aerodynamic performance before becoming competitive with other turbine designs. Thus, the main objective of the current study is to numerically investigate the aerodynamic performance of a multistage Savonius rotor to enhance the power coefficient and the ability of self-starting. In the current study, one-, two-, three-, and four- stage Savonius rotors with twisted blades are investigated. In a two-stage rotor, one single-stage rotor is mounted over another single- stage with a phase angle of 90°. In a three-stage rotor, the three single-stage rotors are mounted one above the other with a phase angle of 60° relative to one another while with a phase angle of 45° for the four stage-rotor. The blades of the studied Savonius rotor are twisted with a twist angle (f) of 45o. This is the first contribution to understand how multi-stages influence the aerodynamic performance of the twisted-bladed Savonius rotor. Moreover, variations of torque and power coefficients are computed for all the studied rotors with various numbers of stages. The developed numerical model is simulated using ANSYS Fluent and validated using the available experimental and numerical results. Results showed that the coefficients of torque (CT) and power (CP) increase with rising the number of stages. Increasing the number of stages from 1 to 2 significantly increases the CT and CP of the rotor. However, with a further increase in the number of stages to 3 and 4 stages, both the CT and CP remains almost the same as the rotor with 2 stages. The maximum coefficient of torque (CT, max) and power (CP, max) for a two-stage rotor are 0.42 and 0.253, respectively. The gain in the coefficient of power obtained by using the twostage Savonius rotor with twisted blades is 53.5% compared to the conventional single-stage which has a coefficient of power 0.165 at a wind velocity of 6 m/s. Moreover, using multi-stages and twisted blades significantly smooth the variations in the generated torque and produce positive values at all rotor angles resulted in improving the self-starting ability of the Savonius rotor. © 2021 Elsevier B.V., All rights reserved.","Aspect Ratio; Multi-stage Rotor; Twisted Savonius Rotor; Energy Policy; Manufacture; Torque; Turbomachine Blades; Wind; Wind Power; Wind Turbines; Aero-dynamic Performance; Coefficient Of Power; Coefficient Of Torques; Design Optimization; Horizontal Axis Wind Turbines; Manufacturing Cost; Power Coefficients; Vertical Axis Wind Turbines; Aerodynamics","Energy policy; Manufacture; Torque; Turbomachine blades; Wind; Wind power; Wind turbines; Aero-dynamic performance; Coefficient of power; Coefficient of torques; Design optimization; Horizontal axis wind turbines; Manufacturing cost; Power coefficients; Vertical axis wind turbines; Aerodynamics","Conference paper","Final","","Scopus","2-s2.0-85101253044"
"A., Filali, Abdelkader; L., Khezzar, L.; H., Semmari, Hamza","Filali, Abdelkader (55315549900); Khezzar, L. (6701608972); Semmari, Hamza (54411313700)","55315549900; 6701608972; 54411313700","Improved power for wind farm Savonius rotors: Effect of blade shape and rotors position","2020","American Society of Mechanical Engineers, Fluids Engineering Division (Publication) FEDSM","1","","V001T01A032","","","0","0","10.1115/FEDSM2020-20071","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094144963&doi=10.1115%2FFEDSM2020-20071&partnerID=40&md5=2c8d0266b304c2811eca2803f4838a7d","In the present study the effect of distance between five vertical Savonius rotors « Gap» on the total performance of the wind farm rotors is investigated. Numerical computations are conducted for a single Savonius turbine, and for the five clustered turbines aligned in perpendicular direction with respect to the upstream wind velocity. The study is carried out using ANSYS FLUENT commercial code and the moving mesh approach for the rotating zones is used. The turbulence model adopted in this work is the k-ω shear stress transport (SST) model. Numerical approach was first validated with previously published experimental and numerical data for a single rotating Savonius rotor case with semi-circular blades. Then, an improvement process based on the modification of the blades profiles to an elliptical shape was adopted. Subsequently, the change in distance between the five vertical Savonius rotors « Gap» has been considered with values of 0.25, 1 and 1.4 times the rotor radius (R). Results show that the Gap = 1R provides the optimum power coefficient for the wind farm rotors. However, the generated wake zone behind the five aligned rotors for this value is more important in particular for the 90 ° angle of the advanced and returned rotor blades. The field efficiency defined by the total power ratio of the five isolated rotors to the total power of the wind farm with five Savonius rotors is around 67%. All these geometrical considerations and propositions made it possible to define an optimal wind farm rotors arrangement. © 2020 Elsevier B.V., All rights reserved.","Elliptical Blade Profile; Gap Between Rotors; Moving Mesh; Savonius Rotors; Wind Farm Rotors; Electric Utilities; Heat Transfer; Microchannels; Shear Stress; Turbulence Models; Wind Power; Elliptical Shapes; Field Efficiency; Geometrical Considerations; Numerical Approaches; Numerical Computations; Power Coefficients; Shear-stress Transport; Total Performance; Electric Power System Interconnection","Electric utilities; Heat transfer; Microchannels; Shear stress; Turbulence models; Wind power; Elliptical shapes; Field efficiency; Geometrical considerations; Numerical approaches; Numerical computations; Power coefficients; Shear-stress transport; Total performance; Electric power system interconnection","Conference paper","Final","","Scopus","2-s2.0-85094144963"
"R., Sarath Kumar, R.; M.P., Thomai, Micha Premkumar; S., Seralathan, Sivamani; D., Dominic Xavier, D.; E.S., Elumalai, E. S.; V., Hariram, Venkatesan; S., Sabapathi, S.","Sarath Kumar, R. (57205572550); Thomai, Micha Premkumar (57195973532); Seralathan, Sivamani (57202725331); Dominic Xavier, D. (57215605741); Elumalai, E. S. (57198428299); Hariram, Venkatesan (57200941100); Sabapathi, S. (59886771700)","57205572550; 57195973532; 57202725331; 57215605741; 57198428299; 57200941100; 59886771700","Simulation studies on influence of shape and number of blades on the performance of vertical axis wind turbine","2020","Materials Today: Proceedings","33","","","3616","3620","0","17","10.1016/j.matpr.2020.05.665","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094140927&doi=10.1016%2Fj.matpr.2020.05.665&partnerID=40&md5=763323a471dd581223d94e1448c63233","As the construction of Savonius rotor is simple, the performance of Savonius rotor is poor. This can be enhanced by modifying either the shape of the blade and/or number of blades. In this work, modifications are adopted in both shape and number of blades. Numerical investigation is carried out using commercial code ANSYSÓ. A comparative study is carried out on the multi bladed Savonius rotors with different blade configurations, namely two bladed (simple), three bladed and four bladed Savonius designs. Modified Bach type rotor is also considered based on the shape of the blade. Among all the configurations, the modified Bach type rotor gives the best performance characteristic in terms of coefficient of power (C<inf>p</inf>) and coefficient of torque (C<inf>t</inf>). However, it is observed from the simulation that the four bladed Savonius rotor give the poor performance compared to the two bladed and three bladed Savonius rotors. © 2023 Elsevier B.V., All rights reserved.","Modified Batch; Numerical Analysis; Performance Characteristics; Savonius; Two Bladed; Nanotechnology; Turbine Components; Wind Turbine Blades; Modified Batch; Numerical Investigations; Performance; Performance Characteristics; Savonii; Savonius Rotor; Simple++; Simulation Studies; Two Bladed; Vertical Axes Wind Turbines; Turbomachine Blades","Nanotechnology; Turbine components; Wind turbine blades; Modified batch; Numerical investigations; Performance; Performance characteristics; Savonii; Savonius rotor; Simple++; Simulation studies; Two bladed; Vertical axes wind turbines; Turbomachine blades","Conference paper","Final","","Scopus","2-s2.0-85094140927"
"D.M., Prabowoputra, Dandun Mahesa; S., Hadi, Syamsul; J., Sohn, Jung-min; A.R., Prabowo, Aditya Rio","Prabowoputra, Dandun Mahesa (57209503984); Hadi, Syamsul (55754220200); Sohn, Jung-min (57204241794); Prabowo, Aditya Rio (57189896735)","57209503984; 55754220200; 57204241794; 57189896735","The effect of multi-stage modification on the performance of Savonius water turbines under the horizontal axis condition","2020","Open Engineering","10","1","","793","803","0","21","10.1515/eng-2020-0085","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093704160&doi=10.1515%2Feng-2020-0085&partnerID=40&md5=86594f38820f26136bd9ad89e3e169ab","Indonesia has the abundant potential of hydropower but not yet processed optimally, which intensely depends on fossil fuel. Hydropower installed in Indonesia is only 11,272 MW, from the estimated potential approximately 94,476 MW. This data shows that 89% of the hydropower potential in Indonesia has not been processed. One of the present efforts to utilize this resource is addressed to develop the Savonius water turbine. Conventional water Savonius turbines have a comprehensible structure and easy to be applied. However, the turbines produce relatively small power, which requires further assessment to improve its performance. The current study is performed by considering geometric changes on the water Savonius turbine to observe their effect on power characteristics. Considered changes are made on the number of stages, and the angle between stages, specifically a single-stage, two-stage 0°, Two-stage 90°, three-stage 0°, and three Stage 120°. The research was carried out by designing simulation model using ANSYS software with CFX Solver. Water speed is determined to 0.8 m/s, while plates with 110 mm in diameter and 110 mm in height are incorporated as rotor configuration. Based on this study, it can be concluded that the addition of the stage affected improving the performance of the Savonius water turbine, where the multi-stage turbine experienced an increment compared to conventional water turbines. The interesting tendency was found on the two-stage rotors with angle of 0° which produced a smaller Cpmax compared to the conventional water Savonius turbines. © 2020 Elsevier B.V., All rights reserved.","Coefficient Of Power; Hydropower; Multi-stage; Renewable Energy; Savonius Water Turbine","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85093704160"
"A.Q., Mohd Radzi, A. Q.; N.M., Samsuddin, Noorazizi Mohd; N.M., Ranai, N. Mohd","Mohd Radzi, A. Q. (57211412974); Samsuddin, Noorazizi Mohd (57219774684); Ranai, N. Mohd (57219419872)","57211412974; 57219774684; 57219419872","Experimental studies on savonius wind turbine with unidirectional rotor house for high speed application","2020","International Journal of Emerging Trends in Engineering Research","8","1 Special Issue 1","","45","53","0","2","10.30534/ijeter/2020/0781.12020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092636641&doi=10.30534%2Fijeter%2F2020%2F0781.12020&partnerID=40&md5=42000f6ff397b04203067fbd1591ebb7","Air Wheel Generator (AWG) is known as a vertical axis wind turbine with generator for renewable energy have been developed for low and high speed application. Recently, the various shapes of Savonius housing have been studied to improve its rotational speed and coefficient of rotor power. In this paper, Savonius wind turbine with unidirectional Rotor House (RH) for high speed application has been experimental studies to increase the revolution per minute (RPM) of the alternator and charging capability. The experiment on the AWG test stand was set up for different Blade Thickness (BT), t=0.9 mm, 1.2 mm, 1.5 mm, and 2.0 mm where BT that has higher RPM will be the best rotor. The total of 4 test runs of passenger car installed with AWG was conducted using the best BT of the rotor. From the test run conducted on the highway road, the overall functionality of rotor and output voltage have been observed. The apparatus test stand requires verification with actual test run on passenger. On the other word, only the best BT with high RPM will be continued for further test stand for charging capability. Comparison of test stand and test run on passenger car show the blade with a thickness of 0.9mm as the optimum blade thickness. AWG with Blade Guiders had the average speed rated of the alternator is 600 RPM (V belt) and 400 RPM (V Ribbed belt) as a switch is on for air speeds varies from 22.22 to 32.8 m/s. The standard Permanent Magnet Direct Current (PMDC) generator with the same average speed rate was proposed as good combinations for AWG with uni-directional RH. Hence, the conversion of car alternator as the standard permanent magnet that has water proof that may be used also with wind nozzle and lighter rotor material to increase the torque and power of the rotor in the future. © 2020 Elsevier B.V., All rights reserved.","Air Wheel Generator; Passenger Car; Rotor House; Savonius Wind Turbine","","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85092636641"
